,ID,Group,Feature_1,Feature_2,Feature_3
76,ID177,C,2145.495949981955,385.7225563788121,-2105.424329461417
77,ID178,A,2110.8356819932756,405.4453546108987,5518.532328021692
78,ID179,A,2479.3160515263094,416.13928704114176,5502.765316857005
79,ID180,C,2317.86767825522,390.00586313712336,-2103.5073903801276
80,ID181,C,2636.177234968439,367.91487402493243,-2098.4652299818067
81,ID182,B,2438.488364171066,383.8276359433263,5019.515530498608
82,ID183,A,2460.9726556240776,389.67603946630516,5510.8742092728835
83,ID184,C,2373.0206833623383,399.71585021078374,-2094.2589816340283
84,ID185,C,2834.201643003452,408.34566184729255,-2130.172227137059
85,ID186,C,2313.963772045185,393.65156404059053,-2100.5957207857346
86,ID187,A,2432.4044717224374,423.06853448606233,5487.556323601604
87,ID188,A,2992.823498775421,418.48333327131957,5503.908585068003
88,ID189,B,2377.198067192969,434.9334457249877,4991.001876028419
89,ID190,B,3018.7205406629,418.16274420597483,4999.3469392981
90,ID191,B,2095.640975733257,399.2235048667481,4984.706183087945
91,ID192,A,2603.5485557488487,373.41194191609003,5491.71157217637
92,ID193,A,2723.661808787365,399.6879447853939,5501.236299908373
93,ID194,B,2641.9959197513167,395.89311867786984,4998.971539742579
94,ID195,B,3091.179670953905,419.4185794068669,4987.2869337410875
95,ID196,C,2880.7514396015763,401.93610234661725,-2108.673461919393
96,ID197,A,2902.686900679911,396.5950506196844,5483.301273749173
97,ID198,B,2642.31729039538,388.00340046987924,5003.146033980696
98,ID199,C,2659.3156081906827,386.3246311330908,-2104.4464177142054
99,ID200,C,2570.776574773829,387.9815129378964,-2113.050759511932
100,ID201,A,2516.7476222800133,398.9382967367116,5500.033890194001
101,ID202,B,2270.757201775501,406.55929482129915,5005.389498979181
102,ID203,B,1958.071240449306,384.5465956852922,5003.026656309392
103,ID204,A,2902.0211112681304,378.71792772410146,5531.090838705586
104,ID205,A,2394.4773112694156,413.7650963269395,5510.4697718655225
105,ID206,A,2002.9546491081903,430.70300091657725,5484.690922715716
106,ID207,C,2856.152935970845,407.92913872238955,-2071.712221628924
107,ID208,A,2548.9988518434484,386.34968778659817,5503.7349090824355
108,ID209,B,2325.158748522348,395.74661255162147,5005.8796273616545
109,ID210,A,2731.276748727783,404.36715428146084,5482.857525682021
110,ID211,B,2875.603532897684,407.08588674433867,4989.669329815967
111,ID212,A,2198.272547324635,401.90778986379223,5495.6908552279465
112,ID213,A,2152.2115818501975,406.57150118565323,5512.667153834679
113,ID214,C,2678.1098542411414,386.2519133393013,-2110.1389544314757
114,ID215,A,2249.771765321596,414.38294690279633,5486.685449523401
115,ID216,B,2448.29559468942,394.27535423348456,4992.287083261517
116,ID217,C,2243.240810400175,408.5542740643481,-2105.7417333167427
117,ID218,A,2273.9630021406847,392.0225347108032,5514.933254628111
118,ID219,B,2530.900607805347,396.8671287947701,5007.07514266109
119,ID220,B,2881.9529640520122,409.9567281122758,5016.027887483883
120,ID221,A,2126.3675167752126,390.8076763311421,5489.892418924756
121,ID222,C,2411.3592590438416,400.3095881658162,-2100.1969447598326
122,ID223,A,2734.8393875721554,409.4799202306957,5487.632053416538
123,ID224,A,2984.219487397214,398.66304525107404,5509.475249379758
124,ID225,A,2433.415777866221,435.8745898500828,5511.752671437354
125,ID226,A,2465.8969907555074,423.8254641896673,5489.655795658857
126,ID227,B,2215.031456660648,365.89852087990266,5008.958409484146
127,ID228,C,2911.729061912634,405.9321719910558,-2116.383683545329
128,ID229,A,2564.3426958803843,417.4104170907561,5499.915185228019
129,ID230,B,3032.489618532223,401.64746128332433,4987.597622811152
130,ID231,A,2422.0107324199275,421.7520514182898,5497.392139283106
131,ID232,C,2279.9301895294384,409.2704322921881,-2095.5466722611527
132,ID233,B,2336.0924406291315,389.4835345422351,5012.7991931881215
133,ID234,C,2331.2197302256945,411.9214662135409,-2086.1281980516055
134,ID235,A,2592.270707112515,411.54703542503995,5498.171287388954
135,ID236,A,2231.13495405555,401.11158592270743,5507.557785323983
136,ID237,C,2270.989472237131,375.8462870511802,-2111.135274813655
137,ID238,C,2480.9642789774216,401.7845550811549,-2110.2267441182844
138,ID239,C,2995.7163467482546,376.7774316356679,-2087.147207890791
139,ID240,A,2971.8987280931783,385.97919891868446,5492.984362538864
140,ID241,B,2114.448298617049,416.41781245682836,4984.281462164914
141,ID242,C,2257.7492086416833,399.443262528779,-2080.0948558347973
142,ID243,C,2684.44042594494,415.17611488229875,-2093.1128902557107
143,ID244,C,2414.967116932565,386.7097573150431,-2113.501665989271
144,ID245,C,2984.056161552889,400.0723815964211,-2099.13570610301
145,ID246,A,2277.1394237790464,402.62814021631135,5491.879279101886
146,ID247,C,1911.2575783693062,372.59273365133254,-2088.210223306915
147,ID248,B,3096.738231435202,381.85819472792645,4980.110148540563
148,ID249,B,2215.308788833562,380.30348943748436,5009.815496951878
149,ID250,C,2473.44446642065,429.43813034528915,-2096.8131373979386
150,ID251,A,2451.8498270083746,394.70436514769614,5503.170435388178
151,ID252,C,2679.1274726778347,434.2321302109109,-2090.4602801855503
152,ID253,A,3118.4476322160135,378.93933456445524,5510.450523425018
153,ID254,C,2435.3747758092845,393.1861103184908,-2096.015876357837
154,ID255,B,2688.0341521496616,410.10090770160815,5003.5033836931225
155,ID256,B,2528.2257501387066,423.3995667666753,5015.936255848918
156,ID257,B,2631.6855310409273,376.5898182133428,4997.19006052079
157,ID258,C,2730.9675649105884,422.0326082169808,-2081.660901310309
158,ID259,B,2629.532231994025,391.29528872126974,5012.374865222144
159,ID260,B,2152.779906636634,379.4807018666179,4988.049545361106
160,ID261,A,2289.866667659602,399.7456365660663,5488.008071202817
161,ID262,C,2527.895982710894,407.3004648660672,-2103.52827680344
162,ID263,A,2831.7706276343392,421.46424483041045,5509.496326609579
163,ID264,B,2443.887877616983,369.6789370164496,5012.559615640776
164,ID265,A,3067.6144499325924,393.5105314931393,5491.970104406378
165,ID266,B,2037.6053747800238,407.88884172463236,4999.018732908722
166,ID267,B,2596.6463578245052,371.49616353304174,5002.772459794419
167,ID268,A,2803.2423215249596,399.38536615502886,5506.776779980571
168,ID269,B,2873.708948639451,412.4346017199068,4999.741974082395
169,ID270,B,2536.0088836503005,409.30106990340715,4982.108043350417
170,ID271,B,2251.7556903105797,368.30948658552165,4994.540363802089
171,ID272,C,2851.9774350629323,396.2589891220612,-2097.4756651579296
172,ID273,B,2723.1993255147077,388.0604532005038,5002.2743828628845
173,ID274,A,2131.277891990012,400.4732381418195,5505.239396692956
174,ID275,A,2302.1859716495824,420.3218422684268,5501.04667961913
175,ID276,C,2549.8197626302363,386.24207408502605,-2098.999990505097
176,ID277,B,2719.5568819391765,401.052124777431,5005.219183021748
177,ID278,A,1815.6892301602106,379.4005424196537,5518.190076405958
178,ID279,A,2595.2958495266057,397.58953630124535,5475.968732839082
179,ID280,B,2065.5336085544113,375.17362014267997,5011.650683512478
180,ID281,C,2623.133301236249,380.8749619790059,-2092.227717259969
181,ID282,B,2284.271301892099,398.44633949380534,4997.416330043966
182,ID283,B,2271.1123389361414,385.7376326716444,5031.188806907976
183,ID284,A,2366.074127268697,406.6749620114142,5526.427362674328
184,ID285,B,2220.799448896349,389.63079231176846,4961.434054373502
185,ID286,A,2618.7546357309525,404.72982407518873,5487.5127786408175
186,ID287,B,2568.097519944111,402.9170573136662,4997.829714711738
187,ID288,A,2471.694914139996,404.73586735473003,5505.33209580046
188,ID289,B,2223.532916100916,379.5465139188055,5000.450687641821
189,ID290,B,2517.327289918187,417.10517430617745,4996.148391780481
190,ID291,B,2420.998635673431,439.3805129765255,4992.132804873377
191,ID292,B,2170.8837487517994,387.74491169854724,5011.2799872026435
192,ID293,A,1958.9262562752367,415.6365695143744,5495.255935309755
193,ID294,C,2561.7429404305244,414.2834016105074,-2110.9664829314406
194,ID295,B,2408.908111203288,408.2904589040409,5000.397438444603
195,ID296,A,1996.5357659371714,401.3270344254134,5501.453846544958
196,ID297,A,2952.029897739481,380.25734611705496,5508.54264510911
197,ID298,C,2295.572411189288,417.9277130444246,-2106.252863909536
198,ID299,B,2672.386697990875,416.1028165507969,4997.441065607867
199,ID300,A,2045.2727426293193,406.39209202044765,5507.907436591457
200,ID301,C,2436.047615934733,380.44403404296645,-2083.9492559636
201,ID302,C,2340.310312046313,377.5843392570655,-2114.6203274332775
202,ID303,C,2602.6260201362206,396.03192741032285,-2107.9891404096334
203,ID304,A,2024.0623810388506,408.13587144943074,5511.646823964794
204,ID305,B,2197.801674352093,409.38736298206817,5009.219609067506
205,ID306,B,3303.292926342174,411.0196168022376,4991.091575687121
206,ID307,B,2715.4905816935343,378.7514172094094,4995.942095759864
207,ID308,B,2475.196741823453,412.40608397523874,4994.703135184361
208,ID309,C,2345.896660018106,394.9550243527564,-2109.2626229022762
209,ID310,A,2462.614973667345,407.4224734493858,5461.851436356365
210,ID311,A,2368.369599263595,384.2078798019548,5496.829290706242
211,ID312,C,2023.2418896509953,399.71979810198457,-2082.3485335262417
212,ID313,A,2610.6250034904174,392.48217056509765,5499.111206390122
213,ID314,B,1952.2256866267242,382.7330691481777,4984.442720470166
214,ID315,A,2593.607205540892,366.1785540306299,5497.868818118752
215,ID316,C,2559.974980786685,409.9722789533807,-2102.1350151061397
216,ID317,A,2606.3325987959684,405.7534643267791,5484.671726353573
217,ID318,C,2945.3299754158325,395.5555241689448,-2104.9904500005796
218,ID319,C,2416.7970996027084,383.2553810159023,-2117.3852572158703
219,ID320,A,2132.238615030325,425.89856429394064,5503.272100928559
220,ID321,B,3285.4097399398324,411.9278957520917,4980.095600697846
221,ID322,A,1852.810264811795,383.3224351261307,5483.585651432884
222,ID323,A,2128.1351234557364,394.31429702649535,5497.252887847556
223,ID324,A,2541.415697032524,402.7276848326896,5484.9258841502415
224,ID325,B,2117.278340308314,440.3345718254165,4979.327558651112
225,ID326,C,2700.3228581031117,387.19571787182775,-2086.341170778423
226,ID327,B,2394.204705284449,379.38157653301596,5007.876917643354
227,ID328,A,2174.0285375069557,389.5404171733423,5503.66789261901
228,ID329,A,2119.4321970985557,395.82580867329534,5524.517011320086
229,ID330,A,2503.0237779252234,376.5673421863729,5515.441814433466
230,ID331,B,2900.286595204285,397.3955194294609,5005.103607054364
231,ID332,C,2573.414719923809,385.27890056741063,-2097.601838482323
232,ID333,A,2609.7445899308937,401.35162351257327,5500.437316849747
233,ID334,A,2355.0612957947833,390.17068862153195,5494.296969946029
234,ID335,C,2882.4953408319375,388.37337238614106,-2101.9528008380425
235,ID336,C,2181.5244159486087,405.08626935126006,-2107.5517684460933
236,ID337,C,2800.576182649927,400.41250882175717,-2080.56762074765
237,ID338,C,2648.61388811009,393.57369533537366,-2104.809002057452
238,ID339,B,2556.031564061578,378.21124076280364,4982.059237373459
239,ID340,C,2852.7023326378207,387.6375585971281,-2113.175950244691
240,ID341,A,2494.9467371423566,377.0139950446658,5494.035451665315
241,ID342,C,3117.6765503212496,376.65286814019873,-2110.9792383000163
242,ID343,A,2084.7223939056894,384.9234729352855,5487.0032218340475
243,ID344,A,2511.3746340095945,401.1242606874336,5482.38767068302
244,ID345,A,2582.7993837269682,397.23708118617543,5479.704733934376
245,ID346,A,2595.29775039172,397.29383207432323,5496.123405219092
246,ID347,B,2432.7399625405174,381.5665628979472,4990.169729719847
247,ID348,C,2533.842721866264,374.34998322511825,-2092.9100421449466
248,ID349,C,3235.086719731324,395.0818828487724,-2122.94991027482
249,ID350,B,1953.2771471990295,389.63596032744414,5002.578649049738
250,ID351,B,2736.6871040417636,377.9541262275379,4992.222961568124
251,ID352,A,2534.387080519441,372.1807437993587,5493.54048222373
252,ID353,C,2340.1654289221547,402.75996651111984,-2090.0819942525727
253,ID354,C,2555.260294157005,418.2014029542941,-2105.773092617083
254,ID355,C,2475.300313963143,401.6770523477049,-2127.107988290811
255,ID356,A,1918.5425002072025,401.6518144806559,5486.606568881414
256,ID357,C,1986.8459167736776,395.72260965528255,-2104.2316753219084
257,ID358,C,2250.7890371971966,386.9983051115777,-2106.2229648631715
258,ID359,B,2280.7170715510797,398.83407561523484,5010.193525011603
259,ID360,A,2494.123992479857,373.50406776266414,5496.1813408924745
260,ID361,A,2377.149612700454,409.84483703115524,5515.52950427643
261,ID362,A,2577.63362791146,395.25096375823495,5497.074967532304
262,ID363,A,2751.4255253299266,405.75400546707056,5514.350124497413
263,ID364,C,2552.4018792019924,400.3207094628596,-2095.436073862481
264,ID365,B,2912.0320709788803,406.3380639665673,4982.919296300624
265,ID366,B,2858.823326811819,405.5791897062048,5010.113583456776
266,ID367,A,2580.430077010849,425.95407679224957,5507.904250487592
267,ID368,C,2965.712244900349,410.9528491288898,-2106.3730716587015
268,ID369,C,2236.758995782868,408.696711536736,-2090.700200259394
269,ID370,B,2499.8793079652414,403.49513475418354,4997.160319480515
270,ID371,C,2591.9096104579567,381.76479387334314,-2090.588031082099
271,ID372,B,2176.253430670787,393.0786155180968,5002.33381213382
272,ID373,C,2963.4468328681946,401.6204279886224,-2094.2535651088806
273,ID374,B,2328.206464475985,397.3286899221189,4988.481582690688
274,ID375,C,2699.413302122623,407.46627483585814,-2114.8497166613392
275,ID376,A,2564.6825757792785,401.02860887382656,5503.485942186516
276,ID377,A,2165.709817585439,386.98925736121777,5499.6489901749355
277,ID378,C,2714.3879191542374,429.84506639213015,-2107.484789764196
278,ID379,C,2646.3171028327156,428.88859237316944,-2107.0207139280606
279,ID380,A,1654.7679175780518,417.12414520669796,5501.29408064795
280,ID381,B,2823.7638496528775,401.6144542969422,5003.243413482057
281,ID382,C,2655.321540645085,399.9785718262897,-2101.10807161784
282,ID383,A,2292.1043404189177,400.2330627462336,5510.67895499958
283,ID384,C,2411.6399827517757,411.22491387633175,-2105.5108576005646
284,ID385,A,2819.067490875794,385.0795882418764,5501.2857877337665
285,ID386,B,2642.3442212355344,413.89979748437014,4976.388548072222
286,ID387,A,2140.9742928451446,431.12289568476865,5505.601023175607
287,ID388,A,2316.727776779788,411.72491379353613,5498.22694521943
288,ID389,C,2041.4601557973187,435.2946573620857,-2114.285609999155
289,ID390,A,2459.357642981113,419.2545027326884,5510.959782540268
290,ID391,C,2907.691682102343,391.0601508597595,-2106.745660225622
291,ID392,B,2273.743185405045,439.3060731898529,5003.92571331591
292,ID393,C,2268.8404962037785,388.1163540671945,-2096.3097705221744
293,ID394,A,2478.831943194232,410.62110519703253,5506.65661249214
294,ID395,A,2820.4685238018133,381.62920511139015,5501.01574867801
295,ID396,A,2020.0138372829308,382.9281222907079,5488.689696342389
296,ID397,A,2717.380921531352,394.5372914079297,5492.835529227118
297,ID398,C,2618.9887744235875,394.6540849302626,-2093.273897000933
298,ID399,C,2676.0784253053394,391.4236011455056,-2087.336269465703
299,ID400,A,2620.7451209835954,393.221879049829,5492.99509083449
300,ID401,C,2433.891477478453,400.7855866523662,-2107.2569029055885
301,ID402,B,2760.155293186413,416.0335865870125,5017.915046953941
302,ID403,B,1886.7661097814018,382.9524579378693,5007.380145662505
303,ID404,B,2164.797751074223,387.98607893361265,5005.792286764236
304,ID405,A,2341.482719980239,432.1967806497035,5491.67632278388
305,ID406,B,2376.3077578913503,404.42604859657655,4996.564263610875
306,ID407,C,2671.900758909101,403.9046769906917,-2107.067815908976
307,ID408,B,2294.204873048183,405.7062333886283,4990.474606941
308,ID409,C,2335.811703152036,378.32840122868214,-2110.3982404747985
309,ID410,C,2180.6188159907633,381.0621844343224,-2105.325965534169
310,ID411,B,2973.6122768862574,395.59572169592855,5008.586347801875
311,ID412,A,2770.98535248847,399.3401259156008,5514.772167744987
312,ID413,B,2058.7533762412345,400.93877929974445,4997.789359181958
313,ID414,C,2285.8798558500475,377.13446678365557,-2103.9232386173358
314,ID415,C,2458.378516090989,391.20902019411966,-2092.088312489648
315,ID416,A,2594.5559566398824,408.0467148960909,5506.438089818371
316,ID417,A,2013.2063560955296,421.075534861329,5495.526197446069
317,ID418,A,3045.410848014029,403.2389952197813,5506.237949265915
318,ID419,C,2215.7384588922896,385.3156718467371,-2084.087237014772
319,ID420,A,1960.4655875906294,392.1022507181685,5479.03513956922
320,ID421,B,2663.6323537062467,426.5006590309236,5001.601705543853
321,ID422,A,2617.726650864628,405.35444399534964,5492.682964430667
322,ID423,C,1941.5924494024753,412.70293869940207,-2082.337973638359
323,ID424,C,2542.1548195213586,384.6707329547702,-2093.0691288456055
324,ID425,A,2755.331230264731,384.4509254415404,5499.348632852605
325,ID426,B,2767.5816044723274,383.08818104265896,4995.964836506393
326,ID427,B,2732.328566636385,384.7643720564416,4990.471816284194
327,ID428,C,2370.413067020615,426.9363644769552,-2114.959478337661
328,ID429,B,2836.7830416405336,392.40183482277877,5022.155253812901
329,ID430,C,2318.8079120137477,415.33559689617863,-2119.0069603784955
330,ID431,A,1995.4001461519929,400.9821567709591,5503.300775337988
331,ID432,B,2445.9326456969347,394.27316898809346,5006.613003390032
332,ID433,B,2305.0560675400916,418.2707555904393,5002.293953353068
333,ID434,A,2053.6667105603956,420.7374510024867,5501.927929886905
334,ID435,B,2242.52087646799,391.48144068268,5012.076978836612
335,ID436,B,2840.080397662797,398.7594859490714,5015.415369631898
336,ID437,C,2850.4158410181553,403.9175504535851,-2116.3073743107725
337,ID438,C,2495.6170244539658,428.6785272322767,-2111.915977799676
338,ID439,A,2440.717521018608,419.6309901075363,5502.931407001802
339,ID440,C,2413.551035709958,379.21560871248806,-2102.7152288364
340,ID441,A,2214.836447614132,407.9923370161313,5510.760099018527
341,ID442,C,2387.1738371205674,402.64396229297256,-2100.4580910649147
342,ID443,A,2331.6402123411167,394.7492847721261,5490.005923623101
343,ID444,C,2875.9817683938004,404.87728812913576,-2093.027923305284
344,ID445,C,2534.4473870857014,401.20382072610585,-2084.625363467309
345,ID446,A,2432.628280265824,385.0448594259514,5492.971891598405
346,ID447,C,2451.1621826587275,411.01775782225303,-2100.9377116113737
347,ID448,A,1844.7144980073442,410.9959711697361,5498.892210336961
348,ID449,C,2612.814829806061,404.4221083102557,-2087.216807560703
349,ID450,A,3045.113473213297,395.63793681937705,5488.01780539336
350,ID451,B,2748.8562773078634,415.0331892941604,5007.2146172918665
351,ID452,C,2253.715116592041,405.4325002267668,-2095.952270504271
352,ID453,B,2698.075054404677,428.89399941114976,5000.9941969721085
353,ID454,A,2467.3134216016197,403.02346644357124,5489.001837322964
354,ID455,C,2248.430278804862,398.9597819892441,-2096.051376924338
355,ID456,C,2487.128799557402,394.2802020849153,-2106.7643648155085
356,ID457,C,2161.7221636518325,411.1992101415589,-2112.743079088531
357,ID458,A,2424.3469200324403,400.533405598182,5510.154719431096
358,ID459,B,3082.488997938398,405.4768729286746,5015.522233449941
359,ID460,C,2701.817358796677,388.3405096502086,-2098.8884852268015
360,ID461,B,2456.629797181196,395.2024304898434,4992.749876853873
361,ID462,B,2619.547860904965,375.6843396681347,5017.898329122346
362,ID463,B,2821.4302119149456,389.47374230931524,4996.467248383925
363,ID464,B,2507.206666850015,421.14784859193463,5005.979559686392
364,ID465,A,2726.8661472287977,414.8347859781743,5477.821408175859
365,ID466,B,2118.980405204017,425.9896148779438,4991.159420116302
366,ID467,C,2365.294300843227,412.31574384038635,-2102.25219558033
367,ID468,B,2193.5054258096143,377.3736784083747,5003.350075587773
368,ID469,A,2887.495863897995,388.1477149709984,5517.47887847177
369,ID470,A,2696.156931561219,400.6784974898333,5504.962997073612
370,ID471,C,2441.3767307399503,394.85872516921205,-2088.0378054146145
371,ID472,C,2897.5985289580194,404.87131738707285,-2107.973299316175
372,ID473,B,2258.567080844851,380.5104284429377,5012.638373477177
373,ID474,A,2650.9369295596434,403.72773201968494,5497.681441026686
374,ID475,A,2785.9568293463417,401.82801754021455,5496.148419673063
375,ID476,A,2590.368208753454,403.61268374186557,5504.362611261772
376,ID477,C,2445.4446991655745,395.61069835216085,-2129.566896477503
377,ID478,C,2796.4038888480104,396.7037058154972,-2089.244855314718
378,ID479,A,2716.7148887428557,379.9160629674687,5490.0192178602865
379,ID480,B,2359.2156808677146,387.57929821265316,5024.9031355614525
380,ID481,B,2404.9503934211057,399.93199696948864,4994.7389415829275
381,ID482,B,2443.4626873550674,413.51499951865515,4974.183275024724
382,ID483,C,2722.2139164788728,398.60454790595213,-2097.0450126882706
383,ID484,B,1652.3348858081379,399.4594804087437,5015.238883016642
384,ID485,B,2478.2895134752284,383.2149214143361,4990.696537114379
385,ID486,A,2282.3060639175633,380.8337714293901,5510.432400828247
386,ID487,B,2527.305434366367,396.8065971991481,4985.9941921898
387,ID488,C,1943.1590908922237,376.6318635489574,-2104.9196610612953
388,ID489,A,2635.9010326539506,387.97885131410254,5497.3805883245805
389,ID490,A,2472.498585856313,420.1082772683732,5486.56483518948
390,ID491,A,2110.4636390803103,403.1318135738065,5497.8391086045895
391,ID492,C,2532.0020300385163,412.5074083749821,-2097.840528845169
392,ID493,B,2074.4669843407246,380.60708163639316,4964.96209811404
393,ID494,B,2107.8339385877525,396.67533014364255,4984.510607243203
394,ID495,B,2649.1090893433147,394.41946111994594,5010.730852643682
395,ID496,A,2468.215195773736,404.38997859172275,5498.734163553659
396,ID497,A,2708.5263062094555,426.67819093078157,5496.404669891584
397,ID498,A,2455.7542870133266,387.4513346067915,5503.719835542937
398,ID499,C,2648.3581057170704,418.28782948368126,-2076.0110262042595
399,ID500,B,2803.7411534756952,408.4597406101994,5002.621747953147
400,ID501,C,2510.876810822335,390.83218260629394,-2119.3959728117015
401,ID502,C,1986.808204630515,395.6317137574956,-2108.80495587178
402,ID503,A,2794.7801257252395,415.4107493068184,5476.830770616012
403,ID504,B,2977.1962918299696,403.84062233686757,5008.076718657726
404,ID505,A,2406.2175431248497,412.11975800330333,5508.795127209242
405,ID506,B,2499.375842235999,404.9732017673656,5014.926423482208
406,ID507,C,1983.7795007395146,385.1012805633502,-2107.2003502482703
407,ID508,C,2435.6062573621357,402.8492284962514,-2111.4904870356677
408,ID509,A,2623.0956419398353,377.16222869361644,5516.53304506697
409,ID510,C,3063.0064050717515,417.4803288420767,-2098.5860278976265
410,ID511,C,2610.275109025994,417.20303803394853,-2101.838089284611
411,ID512,C,2919.230188398242,414.1270502299499,-2105.2916778066187
412,ID513,C,2755.4579591792835,387.259460084084,-2108.5441384447868
413,ID514,A,2651.194154525181,376.00263854575485,5491.3964093326
414,ID515,B,2689.3226902618003,394.69952063428497,5021.27401865906
415,ID516,C,2512.3517329495276,375.0768624800224,-2106.454864697604
416,ID517,A,2828.880921213281,387.2806176047467,5490.643068508935
417,ID518,A,2253.8860716952686,401.2342235490054,5498.776439770626
418,ID519,B,2251.70945682958,399.7602600033367,4997.138171628927
419,ID520,B,2510.8305315393827,389.63808167077417,4990.045237653072
420,ID521,B,2776.1007547937215,376.6871843116599,5030.669939114878
